Date,Start_Hour,End_Hour,Production,Source,Day_of_Year,Day_Name,Month_Name,Season
8/5/2021,17,18,9475,Wind,217,Thursday,August,Summer
5/13/2022,16,17,6107,Solar,133,Friday,May,Spring
12/19/2022,11,12,14450,Wind,353,Monday,December,Winter
4/21/2024,7,8,5871,Wind,112,Sunday,April,Spring
11/2/2023,0,1,17146,Wind,306,Thursday,November,Fall
11/4/2023,13,14,18105,Wind,308,Saturday,November,Fall
11/29/2020,16,17,2659,Wind,334,Sunday,November,Fall
1/4/2021,7,8,1589,Wind,4,Monday,January,Winter
12/23/2020,22,23,12177,Wind,358,Wednesday,December,Winter
12/28/2024,23,0,638,Wind,363,Saturday,December,Winter
5/28/2020,17,18,6840,Wind,149,Thursday,May,Spring
4/12/2020,0,1,978,Wind,103,Sunday,April,Spring
12/15/2020,21,22,4427,Wind,350,Tuesday,December,Winter
3/21/2022,18,19,3512,Wind,80,Monday,March,Spring
12/31/2022,19,20,16435,Wind,365,Saturday,December,Winter
5/31/2021,15,16,7096,Solar,151,Monday,May,Spring
11/13/2024,4,5,6882,Wind,318,Wednesday,November,Fall
4/9/2023,12,13,7478,Solar,99,Sunday,April,Spring
2/22/2021,1,2,7591,Wind,53,Monday,February,Winter
2/25/2025,4,5,3644,Wind,56,Tuesday,February,Winter
12/19/2021,18,19,3022,Wind,353,Sunday,December,Winter
11/24/2020,23,0,6768,Wind,329,Tuesday,November,Fall
9/10/2021,22,23,1997,Wind,253,Friday,September,Fall
4/13/2021,1,2,1796,Wind,103,Tuesday,April,Spring
8/4/2022,0,1,1586,Wind,216,Thursday,August,Summer
5/4/2025,18,19,12606,Wind,124,Sunday,May,Spring
8/29/2020,14,15,5103,Wind,242,Saturday,August,Summer
7/19/2023,8,9,4118,Wind,200,Wednesday,July,Summer
12/4/2023,3,4,13158,Wind,338,Monday,December,Winter
12/4/2022,4,5,3430,Wind,338,Sunday,December,Winter
6/13/2024,20,21,4639,Wind,165,Thursday,June,Summer
5/7/2025,1,2,8947,Wind,127,Wednesday,May,Spring
8/28/2023,19,20,4554,Wind,240,Monday,August,Summer
8/5/2023,20,21,14188,Wind,217,Saturday,August,Summer
1/18/2025,3,4,1157,Wind,18,Saturday,January,Winter
5/23/2022,0,1,3636,Wind,143,Monday,May,Spring
11/30/2025,6,7,4387,Wind,334,Sunday,November,Fall
10/7/2021,16,17,4917,Solar,280,Thursday,October,Fall
3/12/2020,6,7,9223,Wind,72,Thursday,March,Spring
1/20/2021,15,16,14624,Wind,20,Wednesday,January,Winter
8/5/2024,22,23,1034,Wind,218,Monday,August,Summer
10/23/2025,3,4,12997,Wind,296,Thursday,October,Fall
10/20/2020,6,7,10003,Wind,294,Tuesday,October,Fall
5/5/2022,12,13,5897,Solar,125,Thursday,May,Spring
1/23/2020,22,23,2779,Wind,23,Thursday,January,Winter
7/7/2021,13,14,5429,Solar,188,Wednesday,July,Summer
7/25/2020,1,2,1543,Wind,207,Saturday,July,Summer
7/18/2020,1,2,1515,Wind,200,Saturday,July,Summer
9/26/2021,6,7,2281,Wind,269,Sunday,September,Fall
4/29/2024,1,2,2419,Wind,120,Monday,April,Spring
9/19/2021,22,23,2332,Wind,262,Sunday,September,Fall
8/30/2022,4,5,3592,Wind,242,Tuesday,August,Summer
9/16/2023,13,14,8664,Solar,259,Saturday,September,Fall
6/22/2022,1,2,3887,Wind,173,Wednesday,June,Summer
4/19/2020,19,20,4931,Wind,110,Sunday,April,Spring
4/9/2024,22,23,8756,Wind,100,Tuesday,April,Spring
3/11/2025,17,18,5580,Wind,70,Tuesday,March,Spring
10/1/2024,9,10,7164,Wind,275,Tuesday,October,Fall
8/16/2024,19,20,3335,Wind,229,Friday,August,Summer
9/5/2024,1,2,3657,Wind,249,Thursday,September,Fall
9/29/2025,11,12,7678,Solar,272,Monday,September,Fall
5/24/2020,5,6,3046,Wind,145,Sunday,May,Spring
4/15/2023,10,11,10771,Wind,105,Saturday,April,Spring
6/7/2023,3,4,4685,Wind,158,Wednesday,June,Summer
9/2/2021,17,18,5612,Wind,245,Thursday,September,Fall
1/2/2023,22,23,4218,Wind,2,Monday,January,Winter
11/4/2021,16,17,3606,Wind,308,Thursday,November,Fall
12/6/2024,11,12,12425,Wind,341,Friday,December,Winter
12/13/2023,4,5,9180,Wind,347,Wednesday,December,Winter
11/30/2024,13,14,4668,Solar,335,Saturday,November,Fall
9/16/2025,6,7,9715,Wind,259,Tuesday,September,Fall
3/3/2023,20,21,5832,Wind,62,Friday,March,Spring
2/17/2023,3,4,7265,Wind,48,Friday,February,Winter
7/19/2024,3,4,1551,Wind,201,Friday,July,Summer
5/9/2022,10,11,4782,Solar,129,Monday,May,Spring
4/8/2022,9,10,6382,Wind,98,Friday,April,Spring
8/30/2023,19,20,5549,Wind,242,Wednesday,August,Summer
2/15/2023,16,17,3695,Solar,46,Wednesday,February,Winter
6/9/2022,16,17,8567,Solar,160,Thursday,June,Summer
2/13/2020,6,7,11612,Wind,44,Thursday,February,Winter
3/20/2023,16,17,5436,Solar,79,Monday,March,Spring
11/15/2023,14,15,10772,Wind,319,Wednesday,November,Fall
12/12/2024,22,23,3318,Wind,347,Thursday,December,Winter
5/14/2021,21,22,3668,Wind,134,Friday,May,Spring
5/18/2024,9,10,3617,Solar,139,Saturday,May,Spring
10/24/2020,0,1,5673,Wind,298,Saturday,October,Fall
11/19/2020,11,12,10362,Wind,324,Thursday,November,Fall
5/17/2023,0,1,7939,Wind,137,Wednesday,May,Spring
8/19/2021,14,15,5079,Solar,231,Thursday,August,Summer
8/7/2024,9,10,3763,Solar,220,Wednesday,August,Summer
8/10/2022,7,8,5109,Wind,222,Wednesday,August,Summer
5/30/2020,0,1,5257,Wind,151,Saturday,May,Spring
10/14/2021,19,20,884,Wind,287,Thursday,October,Fall
10/30/2020,0,1,8074,Wind,304,Friday,October,Fall
11/30/2021,23,0,12923,Wind,334,Tuesday,November,Fall
10/18/2024,3,4,5240,Wind,292,Friday,October,Fall
11/13/2021,10,11,5285,Wind,317,Saturday,November,Fall
6/17/2023,14,15,6725,Solar,168,Saturday,June,Summer
3/26/2021,9,10,5822,Wind,85,Friday,March,Spring
7/11/2022,15,16,8839,Solar,192,Monday,July,Summer
10/6/2022,8,9,1848,Wind,279,Thursday,October,Fall
11/21/2020,18,19,2645,Wind,326,Saturday,November,Fall
6/2/2020,20,21,1623,Wind,154,Tuesday,June,Summer
12/8/2021,8,9,7536,Wind,342,Wednesday,December,Winter
6/10/2021,5,6,1077,Wind,161,Thursday,June,Summer
8/31/2021,15,16,8581,Solar,243,Tuesday,August,Summer
1/14/2022,8,9,891,Wind,14,Friday,January,Winter
4/17/2023,9,10,5631,Solar,107,Monday,April,Spring
4/28/2023,4,5,4743,Wind,118,Friday,April,Spring
2/2/2023,16,17,7966,Wind,33,Thursday,February,Winter
5/26/2024,22,23,3079,Wind,147,Sunday,May,Spring
3/17/2022,18,19,5041,Wind,76,Thursday,March,Spring
6/12/2021,5,6,1612,Wind,163,Saturday,June,Summer
8/22/2022,23,0,1343,Wind,234,Monday,August,Summer
4/13/2021,5,6,2747,Wind,103,Tuesday,April,Spring
5/25/2024,22,23,1939,Wind,146,Saturday,May,Spring
7/23/2024,4,5,5296,Wind,205,Tuesday,July,Summer
10/22/2024,14,15,5151,Solar,296,Tuesday,October,Fall
9/8/2025,1,2,3247,Wind,251,Monday,September,Fall
2/5/2024,0,1,7250,Wind,36,Monday,February,Winter
11/2/2025,0,1,8891,Wind,306,Sunday,November,Fall
5/30/2021,20,21,3606,Wind,150,Sunday,May,Spring
7/18/2021,15,16,8491,Wind,199,Sunday,July,Summer
10/4/2023,8,9,2909,Wind,277,Wednesday,October,Fall
12/16/2020,20,21,7854,Wind,351,Wednesday,December,Winter
11/18/2022,15,16,4771,Wind,322,Friday,November,Fall
8/6/2022,19,20,7487,Wind,218,Saturday,August,Summer
8/10/2022,5,6,5582,Wind,222,Wednesday,August,Summer
4/8/2024,4,5,3115,Wind,99,Monday,April,Spring
12/30/2021,14,15,8402,Wind,364,Thursday,December,Winter
11/27/2022,16,17,6863,Wind,331,Sunday,November,Fall
4/25/2024,3,4,1051,Wind,116,Thursday,April,Spring
2/7/2022,21,22,4624,Wind,38,Monday,February,Winter
5/29/2022,7,8,4550,Wind,149,Sunday,May,Spring
11/26/2021,9,10,5880,Wind,330,Friday,November,Fall
3/6/2022,20,21,7259,Wind,65,Sunday,March,Spring
4/9/2024,18,19,14993,Wind,100,Tuesday,April,Spring
7/5/2020,19,20,9243,Wind,187,Sunday,July,Summer
11/8/2020,14,15,3198,Solar,313,Sunday,November,Fall
7/3/2021,4,5,2200,Wind,184,Saturday,July,Summer
8/18/2024,21,22,3802,Wind,231,Sunday,August,Summer
2/3/2024,15,16,7256,Wind,34,Saturday,February,Winter
2/22/2020,5,6,8212,Wind,53,Saturday,February,Winter
8/24/2025,17,18,7445,Solar,236,Sunday,August,Summer
1/31/2025,7,8,4032,Wind,31,Friday,January,Winter
1/29/2022,6,7,6295,Wind,29,Saturday,January,Winter
5/16/2024,4,5,1985,Wind,137,Thursday,May,Spring
9/9/2025,5,6,1712,Wind,252,Tuesday,September,Fall
5/7/2025,22,23,5970,Wind,127,Wednesday,May,Spring
11/4/2021,5,6,3125,Wind,308,Thursday,November,Fall
8/26/2024,14,15,10162,Solar,239,Monday,August,Summer
5/24/2022,5,6,6008,Wind,144,Tuesday,May,Spring
8/21/2022,17,18,4032,Solar,233,Sunday,August,Summer
11/3/2021,8,9,3933,Wind,307,Wednesday,November,Fall
4/8/2020,16,17,3264,Solar,99,Wednesday,April,Spring
8/30/2024,8,9,4148,Wind,243,Friday,August,Summer
6/30/2022,0,1,1528,Wind,181,Thursday,June,Summer
8/27/2022,12,13,7198,Solar,239,Saturday,August,Summer
11/5/2021,12,13,4648,Solar,309,Friday,November,Fall
5/3/2022,2,3,4519,Wind,123,Tuesday,May,Spring
6/14/2020,20,21,1888,Wind,166,Sunday,June,Summer
10/9/2024,0,1,12523,Wind,283,Wednesday,October,Fall
11/24/2024,20,21,19513,Wind,329,Sunday,November,Fall
12/17/2024,20,21,9136,Wind,352,Tuesday,December,Winter
4/2/2024,4,5,13180,Wind,93,Tuesday,April,Spring
9/2/2021,5,6,5765,Wind,245,Thursday,September,Fall
12/29/2020,8,9,4269,Wind,364,Tuesday,December,Winter
3/16/2023,20,21,10081,Wind,75,Thursday,March,Spring
2/4/2024,19,20,8459,Wind,35,Sunday,February,Winter
4/20/2023,18,19,6268,Wind,110,Thursday,April,Spring
3/23/2022,9,10,5419,Solar,82,Wednesday,March,Spring
3/5/2024,19,20,3141,Wind,65,Tuesday,March,Spring
1/17/2020,2,3,9390,Wind,17,Friday,January,Winter
9/7/2023,1,2,2893,Wind,250,Thursday,September,Fall
12/23/2024,22,23,4916,Wind,358,Monday,December,Winter
6/23/2024,14,15,4090,Solar,175,Sunday,June,Summer
9/27/2021,11,12,10123,Wind,270,Monday,September,Fall
7/18/2025,2,3,1564,Wind,199,Friday,July,Summer
12/10/2022,4,5,1533,Wind,344,Saturday,December,Winter
4/19/2023,18,19,7115,Wind,109,Wednesday,April,Spring
5/30/2025,15,16,4444,Solar,150,Friday,May,Spring
11/15/2024,10,11,5039,Solar,320,Friday,November,Fall
8/22/2022,3,4,1609,Wind,234,Monday,August,Summer
6/14/2022,16,17,5556,Solar,165,Tuesday,June,Summer
1/29/2023,20,21,4213,Wind,29,Sunday,January,Winter
12/1/2022,23,0,2895,Wind,335,Thursday,December,Winter
12/5/2024,18,19,16688,Wind,340,Thursday,December,Winter
10/16/2022,20,21,7022,Wind,289,Sunday,October,Fall
8/21/2020,3,4,6690,Wind,234,Friday,August,Summer
12/22/2021,6,7,2824,Wind,356,Wednesday,December,Winter
7/21/2025,6,7,11030,Wind,202,Monday,July,Summer
1/2/2024,5,6,17248,Wind,2,Tuesday,January,Winter
4/11/2025,7,8,3644,Wind,101,Friday,April,Spring
8/2/2025,15,16,12289,Solar,214,Saturday,August,Summer
4/2/2021,19,20,11290,Wind,92,Friday,April,Spring
3/13/2023,8,9,15437,Wind,72,Monday,March,Spring
11/2/2024,2,3,1771,Wind,307,Saturday,November,Fall
5/16/2023,11,12,13805,Wind,136,Tuesday,May,Spring
9/22/2024,18,19,4071,Wind,266,Sunday,September,Fall
10/28/2021,10,11,7333,Wind,301,Thursday,October,Fall
8/31/2021,1,2,4199,Wind,243,Tuesday,August,Summer
2/6/2023,1,2,8096,Wind,37,Monday,February,Winter
10/3/2025,9,10,6874,Wind,276,Friday,October,Fall
7/8/2023,20,21,1493,Wind,189,Saturday,July,Summer
11/7/2024,15,16,3966,Wind,312,Thursday,November,Fall
8/1/2023,20,21,7412,Wind,213,Tuesday,August,Summer
12/4/2024,4,5,1527,Wind,339,Wednesday,December,Winter
3/18/2024,8,9,2921,Wind,78,Monday,March,Spring
12/30/2020,19,20,5298,Wind,365,Wednesday,December,Winter
5/20/2023,13,14,11018,Wind,140,Saturday,May,Spring
2/23/2022,6,7,915,Wind,54,Wednesday,February,Winter
6/24/2024,6,7,3013,Wind,176,Monday,June,Summer
12/9/2020,22,23,4120,Wind,344,Wednesday,December,Winter
12/2/2020,6,7,3538,Wind,337,Wednesday,December,Winter
4/18/2025,20,21,7067,Wind,108,Friday,April,Spring
4/17/2022,22,23,5787,Wind,107,Sunday,April,Spring
10/6/2020,21,22,11000,Wind,280,Tuesday,October,Fall
7/28/2024,18,19,7133,Solar,210,Sunday,July,Summer
9/14/2021,6,7,2764,Wind,257,Tuesday,September,Fall
9/3/2025,6,7,13678,Wind,246,Wednesday,September,Fall
5/5/2025,17,18,12722,Wind,125,Monday,May,Spring
9/1/2020,14,15,4740,Solar,245,Tuesday,September,Fall
6/6/2022,5,6,1806,Wind,157,Monday,June,Summer
10/4/2020,2,3,8818,Wind,278,Sunday,October,Fall
6/26/2021,7,8,633,Solar,177,Saturday,June,Summer
6/2/2023,2,3,7043,Wind,153,Friday,June,Summer
2/15/2025,4,5,5875,Wind,46,Saturday,February,Winter
1/29/2022,10,11,9123,Wind,29,Saturday,January,Winter
2/13/2025,20,21,4432,Wind,44,Thursday,February,Winter
9/19/2022,11,12,6983,Solar,262,Monday,September,Fall
6/29/2024,3,4,4100,Wind,181,Saturday,June,Summer
7/11/2025,12,13,12811,Solar,192,Friday,July,Summer
3/7/2021,14,15,2799,Solar,66,Sunday,March,Spring
3/7/2022,4,5,6613,Wind,66,Monday,March,Spring
6/17/2020,20,21,1500,Wind,169,Wednesday,June,Summer
3/14/2022,2,3,6130,Wind,73,Monday,March,Spring
5/2/2024,2,3,5050,Wind,123,Thursday,May,Spring
3/8/2025,22,23,12431,Wind,67,Saturday,March,Spring
5/5/2022,6,7,1715,Wind,125,Thursday,May,Spring
6/23/2024,0,1,2581,Wind,175,Sunday,June,Summer
2/14/2020,8,9,3683,Wind,45,Friday,February,Winter
8/2/2025,1,2,4270,Wind,214,Saturday,August,Summer
5/5/2024,1,2,3256,Wind,126,Sunday,May,Spring
4/30/2023,9,10,4169,Wind,120,Sunday,April,Spring
2/9/2025,17,18,1709,Wind,40,Sunday,February,Winter
8/11/2025,18,19,6420,Solar,223,Monday,August,Summer
3/10/2025,8,9,3471,Wind,69,Monday,March,Spring
4/3/2020,19,20,1256,Wind,94,Friday,April,Spring
2/1/2022,14,15,14323,Wind,32,Tuesday,February,Winter
4/9/2024,21,22,9329,Wind,100,Tuesday,April,Spring
5/2/2022,19,20,3754,Wind,122,Monday,May,Spring
10/8/2022,0,1,3051,Wind,281,Saturday,October,Fall
11/11/2022,6,7,3328,Wind,315,Friday,November,Fall
10/5/2022,11,12,11975,Wind,278,Wednesday,October,Fall
5/26/2025,14,15,6702,Solar,146,Monday,May,Spring
2/16/2023,4,5,3973,Wind,47,Thursday,February,Winter
12/14/2022,15,16,2542,Wind,348,Wednesday,December,Winter
2/14/2020,12,13,5860,Wind,45,Friday,February,Winter
3/13/2020,7,8,6097,Wind,73,Friday,March,Spring
12/7/2021,8,9,5489,Wind,341,Tuesday,December,Winter
9/23/2021,19,20,1224,Wind,266,Thursday,September,Fall
9/5/2024,6,7,5710,Wind,249,Thursday,September,Fall
11/16/2022,22,23,15448,Wind,320,Wednesday,November,Fall
3/12/2022,6,7,6239,Wind,71,Saturday,March,Spring
2/19/2024,17,18,7758,Wind,50,Monday,February,Winter
3/8/2022,10,11,7990,Wind,67,Tuesday,March,Spring
9/7/2020,9,10,3027,Solar,251,Monday,September,Fall
9/6/2020,15,16,4473,Solar,250,Sunday,September,Fall
1/21/2022,8,9,4551,Wind,21,Friday,January,Winter
9/16/2021,10,11,1635,Solar,259,Thursday,September,Fall
4/6/2024,18,19,8976,Wind,97,Saturday,April,Spring
11/12/2024,1,2,8188,Wind,317,Tuesday,November,Fall
10/19/2025,2,3,6818,Wind,292,Sunday,October,Fall
5/13/2023,22,23,5777,Wind,133,Saturday,May,Spring
12/8/2022,21,22,2632,Wind,342,Thursday,December,Winter
3/22/2022,11,12,8531,Solar,81,Tuesday,March,Spring
12/25/2023,15,16,12985,Wind,359,Monday,December,Winter
2/6/2025,20,21,12160,Wind,37,Thursday,February,Winter
2/7/2022,2,3,13497,Wind,38,Monday,February,Winter
1/18/2023,16,17,5234,Wind,18,Wednesday,January,Winter
1/26/2025,1,2,10365,Wind,26,Sunday,January,Winter
5/4/2024,23,0,3298,Wind,125,Saturday,May,Spring
6/4/2024,23,0,4473,Wind,156,Tuesday,June,Summer
1/18/2021,8,9,2915,Wind,18,Monday,January,Winter
11/22/2021,15,16,11582,Wind,326,Monday,November,Fall
2/28/2024,6,7,2370,Wind,59,Wednesday,February,Winter
11/12/2020,9,10,5105,Wind,317,Thursday,November,Fall
8/24/2022,12,13,6402,Solar,236,Wednesday,August,Summer
11/8/2021,14,15,4153,Solar,312,Monday,November,Fall
1/14/2022,5,6,1127,Wind,14,Friday,January,Winter
6/3/2025,13,14,6959,Wind,154,Tuesday,June,Summer
1/1/2020,15,16,1323,Wind,1,Wednesday,January,Winter
5/19/2023,5,6,5256,Wind,139,Friday,May,Spring
7/3/2022,20,21,2890,Wind,184,Sunday,July,Summer
6/16/2020,23,0,1468,Wind,168,Tuesday,June,Summer
2/19/2024,12,13,10225,Wind,50,Monday,February,Winter
1/9/2020,21,22,10944,Wind,9,Thursday,January,Winter
6/12/2022,18,19,5222,Wind,163,Sunday,June,Summer
4/11/2020,20,21,725,Wind,102,Saturday,April,Spring
9/6/2022,4,5,3166,Wind,249,Tuesday,September,Fall
6/8/2020,1,2,1496,Wind,160,Monday,June,Summer
12/13/2022,3,4,6816,Wind,347,Tuesday,December,Winter
10/7/2024,15,16,7138,Wind,281,Monday,October,Fall
8/13/2024,0,1,1600,Wind,226,Tuesday,August,Summer
5/26/2024,8,9,5565,Wind,147,Sunday,May,Spring
8/19/2024,15,16,9088,Solar,232,Monday,August,Summer
11/4/2023,18,19,15770,Wind,308,Saturday,November,Fall
4/14/2021,10,11,5528,Solar,104,Wednesday,April,Spring
11/2/2023,7,8,15300,Wind,306,Thursday,November,Fall
7/31/2023,22,23,10752,Wind,212,Monday,July,Summer
8/1/2022,18,19,3859,Solar,213,Monday,August,Summer
2/13/2025,1,2,1112,Wind,44,Thursday,February,Winter
11/6/2021,7,8,2797,Wind,310,Saturday,November,Fall
10/11/2025,9,10,5515,Wind,284,Saturday,October,Fall
11/28/2020,4,5,3659,Wind,333,Saturday,November,Fall
9/17/2025,19,20,3567,Wind,260,Wednesday,September,Fall
2/1/2024,22,23,1902,Wind,32,Thursday,February,Winter
8/9/2025,5,6,1061,Wind,221,Saturday,August,Summer
10/22/2021,22,23,2376,Wind,295,Friday,October,Fall
12/16/2022,2,3,6144,Wind,350,Friday,December,Winter
2/22/2022,12,13,14675,Wind,53,Tuesday,February,Winter
9/15/2023,21,22,4226,Wind,258,Friday,September,Fall
8/6/2021,21,22,2893,Wind,218,Friday,August,Summer
9/6/2024,3,4,1393,Wind,250,Friday,September,Fall
7/28/2025,12,13,11478,Solar,209,Monday,July,Summer
7/26/2024,16,17,6307,Solar,208,Friday,July,Summer
9/15/2021,8,9,2190,Wind,258,Wednesday,September,Fall
3/26/2025,15,16,7167,Solar,85,Wednesday,March,Spring
7/22/2025,21,22,1826,Wind,203,Tuesday,July,Summer
6/9/2020,12,13,4970,Solar,161,Tuesday,June,Summer
12/31/2022,11,12,17264,Wind,365,Saturday,December,Winter
2/15/2025,15,16,7084,Solar,46,Saturday,February,Winter
8/9/2020,18,19,3103,Wind,222,Sunday,August,Summer
10/18/2023,23,0,11879,Wind,291,Wednesday,October,Fall
3/9/2023,21,22,15820,Wind,68,Thursday,March,Spring
9/17/2023,16,17,5366,Wind,260,Sunday,September,Fall
11/18/2023,18,19,12524,Wind,322,Saturday,November,Fall
11/22/2020,13,14,3338,Solar,327,Sunday,November,Fall
12/31/2024,16,17,8495,Wind,366,Tuesday,December,Winter
11/9/2025,14,15,7371,Solar,313,Sunday,November,Fall
6/29/2021,16,17,5193,Solar,180,Tuesday,June,Summer
10/20/2025,18,19,16757,Wind,293,Monday,October,Fall
5/3/2024,19,20,2964,Wind,124,Friday,May,Spring
9/16/2025,20,21,3536,Wind,259,Tuesday,September,Fall
4/12/2025,18,19,11549,Wind,102,Saturday,April,Spring
5/24/2021,18,19,12791,Wind,144,Monday,May,Spring
3/10/2025,10,11,6063,Solar,69,Monday,March,Spring
6/20/2021,9,10,3324,Wind,171,Sunday,June,Summer
8/16/2020,7,8,1272,Wind,229,Sunday,August,Summer
8/25/2023,4,5,2460,Wind,237,Friday,August,Summer
1/22/2025,17,18,5102,Wind,22,Wednesday,January,Winter
1/6/2025,9,10,18975,Wind,6,Monday,January,Winter
5/15/2023,12,13,9340,Solar,135,Monday,May,Spring
7/12/2020,10,11,4498,Solar,194,Sunday,July,Summer
6/13/2024,21,22,5123,Wind,165,Thursday,June,Summer
7/3/2025,14,15,9855,Solar,184,Thursday,July,Summer
8/26/2024,16,17,8375,Solar,239,Monday,August,Summer
9/29/2025,15,16,8318,Solar,272,Monday,September,Fall
4/19/2020,9,10,2105,Wind,110,Sunday,April,Spring
3/4/2023,4,5,4490,Wind,63,Saturday,March,Spring
7/13/2021,15,16,7535,Wind,194,Tuesday,July,Summer
10/9/2025,11,12,5069,Solar,282,Thursday,October,Fall
9/6/2021,10,11,3616,Solar,249,Monday,September,Fall
10/3/2025,18,19,10465,Wind,276,Friday,October,Fall
4/24/2024,16,17,10914,Wind,115,Wednesday,April,Spring
7/3/2023,9,10,6964,Wind,184,Monday,July,Summer
4/9/2020,1,2,894,Wind,100,Thursday,April,Spring
8/8/2020,1,2,1875,Wind,221,Saturday,August,Summer
9/26/2021,15,16,5531,Solar,269,Sunday,September,Fall
12/25/2023,11,12,15160,Wind,359,Monday,December,Winter
4/2/2022,22,23,4539,Wind,92,Saturday,April,Spring
12/14/2023,5,6,7047,Wind,348,Thursday,December,Winter
1/23/2020,16,17,3347,Wind,23,Thursday,January,Winter
10/15/2023,15,16,6957,Solar,288,Sunday,October,Fall
5/31/2020,6,7,4859,Wind,152,Sunday,May,Spring
3/29/2025,21,22,5649,Wind,88,Saturday,March,Spring
10/8/2020,22,23,4432,Wind,282,Thursday,October,Fall
2/17/2021,2,3,8531,Wind,48,Wednesday,February,Winter
5/11/2020,5,6,10139,Wind,132,Monday,May,Spring
9/5/2022,7,8,2789,Wind,248,Monday,September,Fall
7/7/2021,3,4,4006,Wind,188,Wednesday,July,Summer
10/12/2024,6,7,6023,Wind,286,Saturday,October,Fall
6/20/2022,4,5,3009,Wind,171,Monday,June,Summer
10/26/2024,7,8,2152,Wind,300,Saturday,October,Fall
5/18/2020,3,4,2064,Wind,139,Monday,May,Spring
8/2/2022,0,1,1397,Wind,214,Tuesday,August,Summer
1/14/2022,2,3,1410,Wind,14,Friday,January,Winter
7/25/2024,16,17,8796,Solar,207,Thursday,July,Summer
5/26/2023,11,12,10688,Solar,146,Friday,May,Spring
8/22/2024,10,11,10231,Solar,235,Thursday,August,Summer
3/22/2024,5,6,2130,Wind,82,Friday,March,Spring
10/26/2021,16,17,5120,Wind,299,Tuesday,October,Fall
7/19/2025,13,14,14450,Wind,200,Saturday,July,Summer
7/28/2024,6,7,2348,Wind,210,Sunday,July,Summer
2/1/2024,15,16,3444,Wind,32,Thursday,February,Winter
12/26/2022,13,14,10092,Wind,360,Monday,December,Winter
7/30/2024,17,18,4665,Solar,212,Tuesday,July,Summer
8/18/2022,2,3,1182,Wind,230,Thursday,August,Summer
4/16/2025,17,18,6246,Solar,106,Wednesday,April,Spring
11/15/2020,21,22,12149,Wind,320,Sunday,November,Fall
2/26/2025,9,10,9755,Wind,57,Wednesday,February,Winter
2/20/2022,7,8,12571,Wind,51,Sunday,February,Winter
2/20/2025,9,10,9967,Wind,51,Thursday,February,Winter
2/27/2022,3,4,9685,Wind,58,Sunday,February,Winter
12/31/2021,18,19,3904,Wind,365,Friday,December,Winter
7/28/2022,12,13,5588,Solar,209,Thursday,July,Summer
4/28/2021,2,3,1371,Wind,118,Wednesday,April,Spring
12/23/2021,5,6,6602,Wind,357,Thursday,December,Winter
3/14/2024,23,0,10690,Wind,74,Thursday,March,Spring
7/14/2023,9,10,6490,Solar,195,Friday,July,Summer
10/18/2025,4,5,5140,Wind,291,Saturday,October,Fall
4/7/2021,3,4,4251,Wind,97,Wednesday,April,Spring
1/14/2024,13,14,3639,Solar,14,Sunday,January,Winter
4/18/2022,3,4,4344,Wind,108,Monday,April,Spring
6/1/2024,9,10,8993,Wind,153,Saturday,June,Summer
4/24/2020,15,16,3799,Solar,115,Friday,April,Spring
3/13/2022,18,19,5913,Wind,72,Sunday,March,Spring
2/23/2025,12,13,11643,Wind,54,Sunday,February,Winter
11/6/2021,12,13,5852,Solar,310,Saturday,November,Fall
4/4/2025,15,16,6218,Wind,94,Friday,April,Spring
2/10/2022,13,14,6325,Solar,41,Thursday,February,Winter
8/15/2021,2,3,1057,Wind,227,Sunday,August,Summer
6/22/2023,14,15,9306,Wind,173,Thursday,June,Summer
2/23/2020,10,11,13480,Wind,54,Sunday,February,Winter
3/10/2022,22,23,7481,Wind,69,Thursday,March,Spring
8/14/2021,0,1,1478,Wind,226,Saturday,August,Summer
6/5/2020,3,4,3542,Wind,157,Friday,June,Summer
5/22/2020,21,22,2177,Wind,143,Friday,May,Spring
8/26/2025,20,21,3405,Wind,238,Tuesday,August,Summer
7/5/2022,7,8,2105,Wind,186,Tuesday,July,Summer
3/30/2024,13,14,7615,Solar,90,Saturday,March,Spring
1/4/2022,11,12,5975,Wind,4,Tuesday,January,Winter
8/19/2025,10,11,4540,Solar,231,Tuesday,August,Summer
8/12/2023,3,4,1596,Wind,224,Saturday,August,Summer
3/23/2024,10,11,17377,Wind,83,Saturday,March,Spring
